year,country,Type,Co2 Emission
1977,France,Gas,40.366
1977,France,Oil,306.732
1977,France,Other Industries,18.163
1977,French Equatorial Africa,Coal,0.0
1977,French Equatorial Africa,Gas,0.0
1977,French Equatorial Africa,Oil,0.0
1977,French Equatorial Africa,Other Industries,0.0
1977,French Polynesia,Coal,0.0
1977,French Polynesia,Gas,0.0
1977,French Polynesia,Oil,0.275
1977,French Polynesia,Other Industries,0.0
1977,French West Africa,Coal,0.0
1977,French West Africa,Gas,0.0
1977,French West Africa,Oil,0.0
1977,French West Africa,Other Industries,0.0
1977,Gabon,Coal,0.0
1977,Gabon,Gas,0.099
1977,Gabon,Oil,3.232
1977,Gabon,Other Industries,2.976
1977,Gambia,Coal,0.0
1977,Gambia,Gas,0.0
1977,Gambia,Oil,0.114
1977,Gambia,Other Industries,0.0
1977,Georgia,Coal,3.69
1977,Georgia,Gas,4.589
1977,Georgia,Oil,15.966
1977,Georgia,Other Industries,0.471
1977,Germany,Coal,516.648
1977,Germany,Gas,98.049
1977,Germany,Oil,416.829
1977,Germany,Other Industries,21.078
1977,Ghana,Coal,0.004
1977,Ghana,Gas,0.0
1977,Ghana,Oil,2.693
1977,Ghana,Other Industries,0.295
1977,Greece,Coal,13.791
1977,Greece,Gas,0.0
1977,Greece,Oil,27.898
1977,Greece,Other Industries,4.968
1977,Greenland,Coal,0.0
1977,Greenland,Gas,0.0
1977,Greenland,Oil,0.722
1977,Greenland,Other Industries,0.0
1977,Grenada,Coal,0.0
1977,Grenada,Gas,0.0
1977,Grenada,Oil,0.048
1977,Grenada,Other Industries,0.0
1977,Guatemala,Coal,0.0
1977,Guatemala,Gas,0.0
1977,Guatemala,Oil,3.565
1977,Guatemala,Other Industries,0.239
1977,Guinea,Coal,0.0
1977,Guinea,Gas,0.0
1977,Guinea,Oil,0.901
1977,Guinea,Other Industries,0.0
1977,Guinea-Bissau,Coal,0.0
1977,Guinea-Bissau,Gas,0.0
1977,Guinea-Bissau,Oil,0.103
1977,Guinea-Bissau,Other Industries,0.0
1977,Guyana,Coal,0.0
1977,Guyana,Gas,0.0
1977,Guyana,Oil,1.898
1977,Guyana,Other Industries,0.0
1977,Haiti,Coal,0.0
1977,Haiti,Gas,0.0
1977,Haiti,Oil,0.586
1977,Haiti,Other Industries,0.118
1977,Honduras,Coal,0.0
1977,Honduras,Gas,0.0
1977,Honduras,Oil,1.876
1977,Honduras,Other Industries,0.121
1977,Hong Kong,Coal,0.033
1977,Hong Kong,Gas,0.0
1977,Hong Kong,Oil,13.674
1977,Hong Kong,Other Industries,0.497
1977,Hungary,Coal,36.77
1977,Hungary,Gas,14.183
1977,Hungary,Oil,29.6
1977,Hungary,Other Industries,2.5220000000000002
1977,Iceland,Coal,0.0
1977,Iceland,Gas,0.0
1977,Iceland,Oil,1.836
1977,Iceland,Other Industries,0.066
1977,India,Coal,177.844
1977,India,Gas,2.481
1977,India,Oil,68.557
1977,India,Other Industries,10.414
1977,Indonesia,Coal,0.509
1977,Indonesia,Gas,6.625
1977,Indonesia,Oil,56.36
1977,Indonesia,Other Industries,18.923
1977,International transport,Coal,0.0
1977,International transport,Gas,0.0
1977,International transport,Oil,450.328
1977,International transport,Other Industries,0.0
1977,Iran,Coal,2.334
1977,Iran,Gas,20.445
1977,Iran,Oil,86.256
1977,Iran,Other Industries,54.697
1977,Iraq,Coal,0.004
1977,Iraq,Gas,2.264
1977,Iraq,Oil,22.709
1977,Iraq,Other Industries,18.651999999999997
1977,Ireland,Coal,7.412
1977,Ireland,Gas,0.0
1977,Ireland,Oil,15.348
1977,Ireland,Other Industries,0.808
1977,Israel,Coal,0.015
1977,Israel,Gas,0.103
1977,Israel,Oil,18.782
1977,Israel,Other Industries,0.867
1977,Italy,Coal,31.368
1977,Italy,Gas,50.04
1977,Italy,Oil,255.438
1977,Italy,Other Industries,17.572
1977,Jamaica,Coal,0.0
1977,Jamaica,Gas,0.0
1977,Jamaica,Oil,7.277
1977,Jamaica,Other Industries,0.164
1977,Japan,Coal,204.52
1977,Japan,Gas,24.684
1977,Japan,Oil,668.696
1977,Japan,Other Industries,35.339
1977,Jordan,Coal,0.0
1977,Jordan,Gas,0.0
1977,Jordan,Oil,2.88
1977,Jordan,Other Industries,0.274
1977,Kazakhstan,Coal,139.961
1977,Kazakhstan,Gas,9.138
1977,Kazakhstan,Oil,49.963
1977,Kazakhstan,Other Industries,4.317
1977,Kenya,Coal,0.169
1977,Kenya,Gas,0.0
1977,Kenya,Oil,4.313
1977,Kenya,Other Industries,0.554
1977,Kiribati,Coal,0.0
1977,Kiribati,Gas,0.0
1977,Kiribati,Oil,0.022
1977,Kiribati,Other Industries,0.0
1977,Kuwait,Coal,0.0
1977,Kuwait,Gas,7.022
1977,Kuwait,Oil,4.224
1977,Kuwait,Other Industries,5.955
1977,Kyrgyzstan,Coal,9.156
1977,Kyrgyzstan,Gas,1.343
1977,Kyrgyzstan,Oil,7.403
1977,Kyrgyzstan,Other Industries,0.921
1977,Laos,Coal,0.0
1977,Laos,Gas,0.0
1977,Laos,Oil,0.231
1977,Laos,Other Industries,0.0
1977,Latvia,Coal,2.834
1977,Latvia,Gas,2.321
1977,Latvia,Oil,9.442
1977,Latvia,Other Industries,0.401
1977,Lebanon,Coal,0.015
1977,Lebanon,Gas,0.0
1977,Lebanon,Oil,4.877
1977,Lebanon,Other Industries,0.494
1977,Leeward Islands,Coal,0.0
1977,Leeward Islands,Gas,0.0
1977,Leeward Islands,Oil,0.0
1977,Leeward Islands,Other Industries,0.0
1977,Liberia,Coal,0.0
1977,Liberia,Gas,0.0
1977,Liberia,Oil,1.422
1977,Liberia,Other Industries,0.05
1977,Libya,Coal,0.0
1977,Libya,Gas,0.0
1977,Libya,Oil,10.82
1977,Libya,Other Industries,9.379
1977,Lithuania,Coal,3.215
1977,Lithuania,Gas,4.605
1977,Lithuania,Oil,18.753
1977,Lithuania,Other Industries,1.6139999999999999
1977,Luxembourg,Coal,5.69
1977,Luxembourg,Gas,0.945
1977,Luxembourg,Oil,4.137
1977,Luxembourg,Other Industries,0.187
1977,Macao,Coal,0.004
1977,Macao,Gas,0.0
1977,Macao,Oil,0.304
1977,Macao,Other Industries,0.0
1977,Madagascar,Coal,0.044
1977,Madagascar,Gas,0.0
1977,Madagascar,Oil,0.777
1977,Madagascar,Other Industries,0.025
1977,Malawi,Coal,0.15
1977,Malawi,Gas,0.0
1977,Malawi,Oil,0.44
1977,Malawi,Other Industries,0.046
1977,Malaysia,Coal,0.117
1977,Malaysia,Gas,0.627
1977,Malaysia,Oil,17.829
1977,Malaysia,Other Industries,4.048
1977,Maldives,Coal,0.0
1977,Maldives,Gas,0.0
1977,Maldives,Oil,0.015
1977,Maldives,Other Industries,0.0
1977,Mali,Coal,0.0
1977,Mali,Gas,0.0
1977,Mali,Oil,0.396
1977,Mali,Other Industries,0.018
1977,Malta,Coal,0.0
1977,Malta,Gas,0.0
1977,Malta,Oil,0.802
1977,Malta,Other Industries,0.0
1977,Mauritania,Coal,0.015
1977,Mauritania,Gas,0.0
1977,Mauritania,Oil,0.542
1977,Mauritania,Other Industries,0.0
1977,Mauritius,Coal,0.004
1977,Mauritius,Gas,0.0
1977,Mauritius,Oil,0.638
1977,Mauritius,Other Industries,0.0
1977,Mexico,Coal,12.527
1977,Mexico,Gas,26.501
1977,Mexico,Oil,139.958
1977,Mexico,Other Industries,13.45
1977,Moldova,Coal,7.745
1977,Moldova,Gas,3.095
1977,Moldova,Oil,12.858
1977,Moldova,Other Industries,0.609
1977,Mongolia,Coal,3.525
1977,Mongolia,Gas,0.0
1977,Mongolia,Oil,1.392
1977,Mongolia,Other Industries,0.044
1977,Montenegro,Coal,0.87
1977,Montenegro,Gas,0.0
1977,Montenegro,Oil,0.463
1977,Montenegro,Other Industries,0.0
1977,Montserrat,Coal,0.0
1977,Montserrat,Gas,0.0
1977,Montserrat,Oil,0.026
1977,Montserrat,Other Industries,0.0
1977,Morocco,Coal,1.807
1977,Morocco,Gas,0.132
1977,Morocco,Oil,9.324
1977,Morocco,Other Industries,1.417
1977,Mozambique,Coal,0.832
1977,Mozambique,Gas,0.0
1977,Mozambique,Oil,1.718
1977,Mozambique,Other Industries,0.156
1977,Myanmar,Coal,0.344
1977,Myanmar,Gas,0.447
1977,Myanmar,Oil,3.822
1977,Myanmar,Other Industries,0.552
1977,Nauru,Coal,0.0
1977,Nauru,Gas,0.0
1977,Nauru,Oil,0.114
1977,Nauru,Other Industries,0.0
1977,Nepal,Coal,0.051
1977,Nepal,Gas,0.0
1977,Nepal,Oil,0.264
1977,Nepal,Other Industries,0.021
1977,Netherlands,Coal,9.787
1977,Netherlands,Gas,74.102
1977,Netherlands,Oil,78.272
1977,Netherlands,Other Industries,1.444
1977,New Caledonia,Coal,0.249
1977,New Caledonia,Gas,0.0
1977,New Caledonia,Oil,1.865
1977,New Caledonia,Other Industries,0.025
1977,New Zealand,Coal,5.213
1977,New Zealand,Gas,2.733
1977,New Zealand,Oil,11.712
1977,New Zealand,Other Industries,0.6559999999999999
1977,Nicaragua,Coal,0.0
1977,Nicaragua,Gas,0.0
1977,Nicaragua,Oil,2.722
1977,Nicaragua,Other Industries,0.111
1977,Niger,Coal,0.0
1977,Niger,Gas,0.0
1977,Niger,Oil,0.348
1977,Niger,Other Industries,0.018
1977,Nigeria,Coal,0.703
1977,Nigeria,Gas,7.07
1977,Nigeria,Oil,8.829
1977,Nigeria,Other Industries,33.902
1977,Niue,Coal,0.0
1977,Niue,Gas,0.0
1977,Niue,Oil,0.004
1977,Niue,Other Industries,0.0
1977,North America,Coal,1367.152
1977,North America,Gas,1095.918
1977,North America,Oil,2904.668
1977,North America,Other Industries,67.88
1977,North America (excl. USA),Coal,77.797
1977,North America (excl. USA),Gas,133.029
1977,North America (excl. USA),Oil,461.949
1977,North America (excl. USA),Other Industries,27.475
1977,North Korea,Coal,106.6
1977,North Korea,Gas,0.0
1977,North Korea,Oil,3.686
1977,North Korea,Other Industries,3.379
1977,North Macedonia,Coal,5.116
1977,North Macedonia,Gas,0.0
1977,North Macedonia,Oil,4.424
1977,North Macedonia,Other Industries,0.336
1977,Norway,Coal,2.657
1977,Norway,Gas,3.302
1977,Norway,Oil,25.123
1977,Norway,Other Industries,2.3
1977,Oceania,Coal,101.695
1977,Oceania,Gas,13.784
1977,Oceania,Oil,94.6
1977,Oceania,Other Industries,3.19
1977,Oman,Coal,0.0
1977,Oman,Gas,0.0
1977,Oman,Oil,1.374
1977,Oman,Other Industries,7.126
1977,Pakistan,Coal,2.308
1977,Pakistan,Gas,8.867
1977,Pakistan,Oil,10.897
1977,Pakistan,Other Industries,2.248
1977,Palau,Coal,0.0
1977,Palau,Gas,0.0
1977,Palau,Oil,0.183
1977,Palau,Other Industries,0.0
1977,Panama,Coal,0.0
1977,Panama,Gas,0.0
1977,Panama,Oil,3.323
1977,Panama,Other Industries,0.132
1977,Panama Canal Zone,Coal,0.0
1977,Panama Canal Zone,Gas,0.0
1977,Panama Canal Zone,Oil,1.132
1977,Panama Canal Zone,Other Industries,0.0
1977,Papua New Guinea,Coal,0.0
1977,Papua New Guinea,Gas,0.0
1977,Papua New Guinea,Oil,1.579
1977,Papua New Guinea,Other Industries,0.0
1977,Paraguay,Coal,0.0
1977,Paraguay,Gas,0.0
1977,Paraguay,Oil,1.059
1977,Paraguay,Other Industries,0.094
1977,Peru,Coal,0.561
1977,Peru,Gas,0.956
1977,Peru,Oil,19.383
1977,Peru,Other Industries,2.403
1977,Philippines,Coal,0.722
1977,Philippines,Gas,0.0
1977,Philippines,Oil,33.91
1977,Philippines,Other Industries,2.044
1977,Poland,Coal,341.877
1977,Poland,Gas,16.605
1977,Poland,Oil,49.585
1977,Poland,Other Industries,9.888
1977,Portugal,Coal,1.253
1977,Portugal,Gas,0.0
1977,Portugal,Oil,19.316
1977,Portugal,Other Industries,2.036
1977,Puerto Rico,Coal,0.0
1977,Puerto Rico,Gas,0.0
1977,Puerto Rico,Oil,0.0
1977,Puerto Rico,Other Industries,0.0
1977,Qatar,Coal,0.0
1977,Qatar,Gas,3.085
1977,Qatar,Oil,1.59
1977,Qatar,Other Industries,5.241
1977,Romania,Coal,44.712
1977,Romania,Gas,74.104
1977,Romania,Oil,52.523
1977,Romania,Other Industries,6.737
1977,Russia,Coal,786.849
1977,Russia,Gas,369.342
1977,Russia,Oil,752.749
1977,Russia,Other Industries,58.336
1977,Rwanda,Coal,0.0
1977,Rwanda,Gas,0.0
1977,Rwanda,Oil,0.267
1977,Rwanda,Other Industries,0.0
1977,Ryukyu Islands,Coal,0.0
1977,Ryukyu Islands,Gas,0.0
1977,Ryukyu Islands,Oil,0.0
1977,Ryukyu Islands,Other Industries,0.0
1977,Saint Helena,Coal,0.0
1977,Saint Helena,Gas,0.0
1977,Saint Helena,Oil,0.0
1977,Saint Helena,Other Industries,0.0
1977,Saint Lucia,Coal,0.0
1977,Saint Lucia,Gas,0.0
1977,Saint Lucia,Oil,0.07
1977,Saint Lucia,Other Industries,0.0
1977,Saint Pierre and Miquelon,Coal,0.0
1977,Saint Pierre and Miquelon,Gas,0.0
1977,Saint Pierre and Miquelon,Oil,0.037
1977,Saint Pierre and Miquelon,Other Industries,0.0
1977,Saint Vincent and the Grenadines,Coal,0.0
1977,Saint Vincent and the Grenadines,Gas,0.0
1977,Saint Vincent and the Grenadines,Oil,0.033
1977,Saint Vincent and the Grenadines,Other Industries,0.0
1977,Samoa,Coal,0.0
1977,Samoa,Gas,0.0
1977,Samoa,Oil,0.081
1977,Samoa,Other Industries,0.0
1977,Sao Tome and Principe,Coal,0.0
1977,Sao Tome and Principe,Gas,0.0
1977,Sao Tome and Principe,Oil,0.029
1977,Sao Tome and Principe,Other Industries,0.0
1977,Saudi Arabia,Coal,0.0
1977,Saudi Arabia,Gas,1.161
1977,Saudi Arabia,Oil,44.345
1977,Saudi Arabia,Other Industries,72.564
1977,Senegal,Coal,0.0
1977,Senegal,Gas,0.0
1977,Senegal,Oil,2.077
1977,Senegal,Other Industries,0.16
1977,Serbia,Coal,27.332
1977,Serbia,Gas,1.853
1977,Serbia,Oil,8.426
1977,Serbia,Other Industries,1.617
1977,Seychelles,Coal,0.0
1977,Seychelles,Gas,0.0
1977,Seychelles,Oil,0.084
1977,Seychelles,Other Industries,0.0
1977,Sierra Leone,Coal,0.0
1977,Sierra Leone,Gas,0.0
1977,Sierra Leone,Oil,0.513
1977,Sierra Leone,Other Industries,0.0
1977,Singapore,Coal,0.015
1977,Singapore,Gas,0.0
1977,Singapore,Oil,27.597
1977,Singapore,Other Industries,0.653
1977,Sint Maarten (Dutch part),Coal,0.0
1977,Sint Maarten (Dutch part),Gas,0.0
1977,Sint Maarten (Dutch part),Oil,1.083
1977,Sint Maarten (Dutch part),Other Industries,0.0
1977,Slovakia,Coal,35.344
1977,Slovakia,Gas,5.159
1977,Slovakia,Oil,17.418
1977,Slovakia,Other Industries,1.507
1977,Slovenia,Coal,3.827
1977,Slovenia,Gas,0.39
1977,Slovenia,Oil,6.401
1977,Slovenia,Other Industries,0.478
1977,Solomon Islands,Coal,0.0
1977,Solomon Islands,Gas,0.0
1977,Solomon Islands,Oil,0.081
1977,Solomon Islands,Other Industries,0.0
1977,Somalia,Coal,0.0
1977,Somalia,Gas,0.0
1977,Somalia,Oil,0.799
1977,Somalia,Other Industries,0.0
1977,South Africa,Coal,158.596
1977,South Africa,Gas,0.0
1977,South Africa,Oil,37.915
1977,South Africa,Other Industries,3.236
1977,South America,Coal,32.801
1977,South America,Gas,50.242
1977,South America,Oil,313.655
1977,South America,Other Industries,37.828
1977,South Korea,Coal,37.061
1977,South Korea,Gas,0.0
1977,South Korea,Oil,61.489
1977,South Korea,Other Industries,7.141
1977,South Sudan,Coal,0.0
1977,South Sudan,Gas,0.0
1977,South Sudan,Oil,0.317
1977,South Sudan,Other Industries,0.0
1977,Spain,Coal,44.356
1977,Spain,Gas,3.067
1977,Spain,Oil,134.132
1977,Spain,Other Industries,13.274
1977,Sri Lanka,Coal,0.004
1977,Sri Lanka,Gas,0.0
1977,Sri Lanka,Oil,2.737
1977,Sri Lanka,Other Industries,0.17
1977,St. Kitts-Nevis-Anguilla,Coal,0.0
1977,St. Kitts-Nevis-Anguilla,Gas,0.0
1977,St. Kitts-Nevis-Anguilla,Oil,0.037
1977,St. Kitts-Nevis-Anguilla,Other Industries,0.0
1977,Sudan,Coal,0.0
1977,Sudan,Gas,0.0
1977,Sudan,Oil,3.413
1977,Sudan,Other Industries,0.072
1977,Suriname,Coal,0.081
1977,Suriname,Gas,0.0
1977,Suriname,Oil,1.795
1977,Suriname,Other Industries,0.022
1977,Sweden,Coal,5.375
1977,Sweden,Gas,0.0
1977,Sweden,Oil,79.054
1977,Sweden,Other Industries,1.311
1977,Switzerland,Coal,0.945
1977,Switzerland,Gas,1.414
1977,Switzerland,Oil,36.874
1977,Switzerland,Other Industries,1.804
1977,Syria,Coal,0.011
1977,Syria,Gas,0.07
1977,Syria,Oil,13.015
1977,Syria,Other Industries,1.537
1977,Taiwan,Coal,8.098
1977,Taiwan,Gas,3.525
1977,Taiwan,Oil,44.403
1977,Taiwan,Other Industries,4.99
1977,Tajikistan,Coal,2.482
1977,Tajikistan,Gas,1.34
1977,Tajikistan,Oil,4.856
1977,Tajikistan,Other Industries,0.364
1977,Tanzania,Coal,0.011
1977,Tanzania,Gas,0.0
1977,Tanzania,Oil,1.872
1977,Tanzania,Other Industries,0.124
1977,Thailand,Coal,0.63
1977,Thailand,Gas,0.0
1977,Thailand,Oil,28.957
1977,Thailand,Other Industries,2.478
1977,Togo,Coal,0.0
1977,Togo,Gas,0.0
1977,Togo,Oil,0.462
1977,Togo,Other Industries,0.0
1977,Tonga,Coal,0.0
1977,Tonga,Gas,0.0
1977,Tonga,Oil,0.029
1977,Tonga,Other Industries,0.0
1977,Trinidad and Tobago,Coal,0.0
1977,Trinidad and Tobago,Gas,4.533
1977,Trinidad and Tobago,Oil,7.692
1977,Trinidad and Tobago,Other Industries,3.934
1977,Tunisia,Coal,0.26
1977,Tunisia,Gas,0.531
1977,Tunisia,Oil,5.635
1977,Tunisia,Other Industries,0.32199999999999995
1977,Turkey,Coal,23.937
1977,Turkey,Gas,0.0
1977,Turkey,Oil,50.677
1977,Turkey,Other Industries,6.507
1977,Turkmenistan,Coal,1.512
1977,Turkmenistan,Gas,15.217
1977,Turkmenistan,Oil,18.815
1977,Turkmenistan,Other Industries,1.281
1977,Uganda,Coal,0.0
1977,Uganda,Gas,0.0
1977,Uganda,Oil,0.766
1977,Uganda,Other Industries,0.036
1977,Ukraine,Coal,327.901
1977,Ukraine,Gas,88.547
1977,Ukraine,Oil,159.992
1977,Ukraine,Other Industries,17.063
1977,United Arab Emirates,Coal,0.0
1977,United Arab Emirates,Gas,1.114
1977,United Arab Emirates,Oil,7.541
1977,United Arab Emirates,Other Industries,30.096
1977,United Kingdom,Coal,271.09
1977,United Kingdom,Gas,79.01
1977,United Kingdom,Oil,240.24
1977,United Kingdom,Other Industries,14.022
1977,United States,Coal,1289.354
1977,United States,Gas,962.888
1977,United States,Oil,2442.719
1977,United States,Other Industries,40.405
1977,Uruguay,Coal,0.066
1977,Uruguay,Gas,0.0
1977,Uruguay,Oil,5.24
1977,Uruguay,Other Industries,0.334
1977,Uzbekistan,Coal,17.019
1977,Uzbekistan,Gas,39.874
1977,Uzbekistan,Oil,35.224
1977,Uzbekistan,Other Industries,6.382
1977,Vanuatu,Coal,0.0
1977,Vanuatu,Gas,0.0
1977,Vanuatu,Oil,0.051
1977,Vanuatu,Other Industries,0.0
1977,Venezuela,Coal,1.07
1977,Venezuela,Gas,25.107
1977,Venezuela,Oil,30.017
1977,Venezuela,Other Industries,7.455
1977,Vietnam,Coal,12.568
1977,Vietnam,Gas,0.0
1977,Vietnam,Oil,2.275
1977,Vietnam,Other Industries,0.408
1977,World,Coal,6373.924
1977,World,Gas,2367.022
1977,World,Oil,8793.73
1977,World,Other Industries,753.26
1977,Yemen,Coal,0.0
1977,Yemen,Gas,0.0
1977,Yemen,Oil,2.95
1977,Yemen,Other Industries,0.028
1977,Zambia,Coal,1.59
1977,Zambia,Gas,0.0
1977,Zambia,Oil,1.953
1977,Zambia,Other Industries,0.192
1977,Zimbabwe,Coal,7.357
1977,Zimbabwe,Gas,0.0
1977,Zimbabwe,Oil,1.689
1977,Zimbabwe,Other Industries,0.238
1978,Afghanistan,Coal,0.576
1978,Afghanistan,Gas,0.301
1978,Afghanistan,Oil,0.936
1978,Afghanistan,Other Industries,0.34099999999999997
1978,Africa,Coal,178.676
1978,Africa,Gas,34.434
1978,Africa,Oil,165.156
1978,Africa,Other Industries,84.35900000000001
1978,Albania,Coal,2.126
1978,Albania,Gas,0.678
1978,Albania,Oil,3.285
1978,Albania,Other Industries,0.4
1978,Algeria,Coal,0.572
1978,Algeria,Gas,23.856
1978,Algeria,Oil,13.165
1978,Algeria,Other Industries,24.862000000000002
1978,Angola,Coal,0.0
1978,Angola,Gas,0.136
1978,Angola,Oil,2.678
1978,Angola,Other Industries,2.586
1978,Antigua and Barbuda,Coal,0.0
1978,Antigua and Barbuda,Gas,0.0
1978,Antigua and Barbuda,Oil,0.491
1978,Antigua and Barbuda,Other Industries,0.0
1978,Argentina,Coal,3.833
1978,Argentina,Gas,16.426
1978,Argentina,Oil,72.899
1978,Argentina,Other Industries,9.399000000000001
1978,Armenia,Coal,1.03
1978,Armenia,Gas,3.892
1978,Armenia,Oil,11.447
1978,Armenia,Other Industries,0.42000000000000004
1978,Aruba,Coal,0.0
1978,Aruba,Gas,0.0
1978,Aruba,Oil,0.542
1978,Aruba,Other Industries,0.0
1978,Asia,Coal,1834.078
1978,Asia,Gas,226.419
1978,Asia,Oil,1811.813
1978,Asia,Other Industries,359.054
1978,Asia (excl. China & India),Coal,541.613
1978,Asia (excl. China & India),Gas,197.393
1978,Asia (excl. China & India),Oil,1454.504
1978,Asia (excl. China & India),Other Industries,319.118
1978,Australia,Coal,104.08
1978,Australia,Gas,13.802
1978,Australia,Oil,81.48
1978,Australia,Other Industries,2.458
1978,Austria,Coal,12.836
1978,Austria,Gas,9.802
1978,Austria,Oil,31.868
1978,Austria,Other Industries,2.722
1978,Azerbaijan,Coal,0.424
1978,Azerbaijan,Gas,17.791
1978,Azerbaijan,Oil,28.905
1978,Azerbaijan,Other Industries,0.8960000000000001
1978,Bahamas,Coal,0.0
1978,Bahamas,Gas,0.0
1978,Bahamas,Oil,6.438
1978,Bahamas,Other Industries,0.159
1978,Bahrain,Coal,0.0
1978,Bahrain,Gas,4.984
1978,Bahrain,Oil,2.776
1978,Bahrain,Other Industries,0.0
1978,Bangladesh,Coal,0.421
1978,Bangladesh,Gas,1.674
1978,Bangladesh,Oil,3.748
1978,Bangladesh,Other Industries,0.14
1978,Barbados,Coal,0.0
1978,Barbados,Gas,0.018
1978,Barbados,Oil,0.612
1978,Barbados,Other Industries,0.0
1978,Belarus,Coal,8.85
1978,Belarus,Gas,11.964
1978,Belarus,Oil,82.193
1978,Belarus,Other Industries,1.872
1978,Belgium,Coal,43.649
1978,Belgium,Gas,19.503
1978,Belgium,Oil,68.817
1978,Belgium,Other Industries,3.481
1978,Belize,Coal,0.0
1978,Belize,Gas,0.0
1978,Belize,Oil,0.216
1978,Belize,Other Industries,0.0
1978,Benin,Coal,0.0
1978,Benin,Gas,0.0
1978,Benin,Oil,0.363
1978,Benin,Other Industries,0.0
1978,Bermuda,Coal,0.0
1978,Bermuda,Gas,0.0
1978,Bermuda,Oil,0.425
1978,Bermuda,Other Industries,0.0
1978,Bhutan,Coal,0.0
1978,Bhutan,Gas,0.0
1978,Bhutan,Oil,0.011
1978,Bhutan,Other Industries,0.0
1978,Bolivia,Coal,0.0
1978,Bolivia,Gas,0.645
1978,Bolivia,Oil,3.305
1978,Bolivia,Other Industries,1.0699999999999998
1978,Bonaire Sint Eustatius and Saba,Coal,0.0
1978,Bonaire Sint Eustatius and Saba,Gas,0.0
1978,Bonaire Sint Eustatius and Saba,Oil,0.413
1978,Bonaire Sint Eustatius and Saba,Other Industries,0.0
1978,Bosnia and Herzegovina,Coal,11.137
1978,Bosnia and Herzegovina,Gas,0.323
1978,Bosnia and Herzegovina,Oil,3.504
1978,Bosnia and Herzegovina,Other Industries,0.13
1978,Botswana,Coal,0.832
1978,Botswana,Gas,0.0
1978,Botswana,Oil,0.0
1978,Botswana,Other Industries,0.0
1978,Brazil,Coal,17.708
1978,Brazil,Gas,1.484
1978,Brazil,Oil,145.469
1978,Brazil,Other Industries,11.272
1978,British Virgin Islands,Coal,0.0
1978,British Virgin Islands,Gas,0.0
1978,British Virgin Islands,Oil,0.029
1978,British Virgin Islands,Other Industries,0.0
1978,Brunei,Coal,0.0
1978,Brunei,Gas,3.602
1978,Brunei,Oil,0.542
1978,Brunei,Other Industries,5.39
1978,Bulgaria,Coal,33.892
1978,Bulgaria,Gas,5.294
1978,Bulgaria,Oil,39.593
1978,Bulgaria,Other Industries,2.427
1978,Burkina Faso,Coal,0.0
1978,Burkina Faso,Gas,0.0
1978,Burkina Faso,Oil,0.348
1978,Burkina Faso,Other Industries,0.0
1978,Burundi,Coal,0.004
1978,Burundi,Gas,0.0
1978,Burundi,Oil,0.099
1978,Burundi,Other Industries,0.0
1978,Cambodia,Coal,0.0
1978,Cambodia,Gas,0.0
1978,Cambodia,Oil,0.048
1978,Cambodia,Other Industries,0.004
1978,Cameroon,Coal,0.0
1978,Cameroon,Gas,0.0
1978,Cameroon,Oil,1.825
1978,Cameroon,Other Industries,0.169
1978,Canada,Coal,69.509
1978,Canada,Gas,104.551
1978,Canada,Oil,233.823
1978,Canada,Other Industries,7.622
1978,Cape Verde,Coal,0.0
1978,Cape Verde,Gas,0.0
1978,Cape Verde,Oil,0.202
1978,Cape Verde,Other Industries,0.007
1978,Central African Republic,Coal,0.0
1978,Central African Republic,Gas,0.0
1978,Central African Republic,Oil,0.147
1978,Central African Republic,Other Industries,0.0
1978,Chad,Coal,0.0
1978,Chad,Gas,0.0
1978,Chad,Oil,0.194
1978,Chad,Other Industries,0.0
1978,Chile,Coal,3.917
1978,Chile,Gas,0.912
1978,Chile,Oil,14.546
1978,Chile,Other Industries,3.461
1978,China,Coal,1117.447
1978,China,Gas,26.286
1978,China,Oil,281.992
1978,China,Other Industries,29.533
1978,Christmas Island,Coal,0.0
1978,Christmas Island,Gas,0.0
1978,Christmas Island,Oil,0.092
1978,Christmas Island,Other Industries,0.0
1978,Colombia,Coal,9.896
1978,Colombia,Gas,5.569
1978,Colombia,Oil,22.537
1978,Colombia,Other Industries,3.532
1978,Comoros,Coal,0.0
1978,Comoros,Gas,0.0
1978,Comoros,Oil,0.029
1978,Comoros,Other Industries,0.0
1978,Congo,Coal,0.0
1978,Congo,Gas,0.004
1978,Congo,Oil,0.238
1978,Congo,Other Industries,0.081
1978,Cook Islands,Coal,0.0
1978,Cook Islands,Gas,0.0
1978,Cook Islands,Oil,0.029
1978,Cook Islands,Other Industries,0.0
1978,Costa Rica,Coal,0.0
1978,Costa Rica,Gas,0.0
1978,Costa Rica,Oil,2.675
1978,Costa Rica,Other Industries,0.237
1978,Cote d'Ivoire,Coal,0.0
1978,Cote d'Ivoire,Gas,0.0
1978,Cote d'Ivoire,Oil,4.814
1978,Cote d'Ivoire,Other Industries,0.0
1978,Croatia,Coal,0.956
1978,Croatia,Gas,1.292
1978,Croatia,Oil,13.001
1978,Croatia,Other Industries,1.075
1978,Cuba,Coal,0.242
1978,Cuba,Gas,0.022
1978,Cuba,Oil,29.048
1978,Cuba,Other Industries,1.307
1978,Curacao,Coal,0.0
1978,Curacao,Gas,0.0
1978,Curacao,Oil,7.84
1978,Curacao,Other Industries,0.0
